Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year,Winrate
VCT 2026: Americas Stage 1,All Stages,All Match Types,Lotus,LOUD,"['fade', 'neon', 'omen', 'viper', 'vyse']",1,1,2,2026,0.5
VCT 2026: Americas Stage 1,All Stages,All Match Types,Pearl,LOUD,"['neon', 'sova', 'astra', 'chamber', 'kayo']",1,1,2,2026,0.5
VCT 2026: Americas Stage 1,All Stages,All Match Types,Split,LOUD,"['cypher', 'neon', 'omen', 'skye', 'viper']",0,3,3,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Ascent,MIBR,"['omen', 'sova', 'vyse', 'jett', 'sage']",0,1,1,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Bind,MIBR,"['neon', 'viper', 'harbor', 'raze', 'skye']",0,1,1,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Breeze,MIBR,"['neon', 'astra', 'harbor', 'skye', 'jett']",1,2,3,2026,0.3333333333333333
VCT 2026: Americas Stage 1,All Stages,All Match Types,Fracture,MIBR,"['neon', 'cypher', 'skye', 'jett', 'brimstone']",1,1,2,2026,0.5
VCT 2026: Americas Stage 1,All Stages,All Match Types,Haven,MIBR,"['chamber', 'fade', 'jett', 'omen', 'phoenix']",2,1,3,2026,0.6666666666666666
VCT 2026: Americas Stage 1,All Stages,All Match Types,Lotus,MIBR,"['neon', 'omen', 'fade', 'vyse', 'raze']",1,0,1,2026,1.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Split,MIBR,"['neon', 'fade', 'vyse', 'astra', 'raze']",2,2,4,2026,0.5
VCT 2026: Americas Stage 1,All Stages,All Match Types,Ascent,Mega Minors,"['omen', 'sova', 'vyse', 'jett', 'sage']",0,1,1,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Breeze,Mega Minors,"['viper', 'sova', 'harbor', 'jett', 'kayo']",4,1,5,2026,0.8
VCT 2026: Americas Stage 1,All Stages,All Match Types,Fracture,Mega Minors,"['fade', 'phoenix', 'cypher', 'brimstone', 'waylay']",3,0,3,2026,1.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Haven,Mega Minors,"['neon', 'omen', 'sova', 'phoenix', 'cypher']",3,0,3,2026,1.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Lotus,Mega Minors,"['neon', 'omen', 'viper', 'fade', 'vyse']",3,2,5,2026,0.6
VCT 2026: Americas Stage 1,All Stages,All Match Types,Pearl,Mega Minors,"['astra', 'killjoy', 'neon', 'sova', 'tejo']",1,3,4,2026,0.25
VCT 2026: Americas Stage 1,All Stages,All Match Types,Split,Mega Minors,"['deadlock', 'fade', 'neon', 'omen', 'viper']",0,2,2,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Bind,Sentinels,"['neon', 'viper', 'harbor', 'raze', 'skye']",1,0,1,2026,1.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Breeze,Sentinels,"['neon', 'viper', 'sova', 'harbor', 'iso']",2,1,3,2026,0.6666666666666666
VCT 2026: Americas Stage 1,All Stages,All Match Types,Fracture,Sentinels,"['neon', 'fade', 'raze', 'cypher', 'brimstone']",0,1,1,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Haven,Sentinels,"['neon', 'omen', 'viper', 'sova', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: Americas Stage 1,All Stages,All Match Types,Lotus,Sentinels,"['fade', 'neon', 'omen', 'raze', 'veto']",0,2,2,2026,0.0
VCT 2026: Americas Stage 1,All Stages,All Match Types,Split,Sentinels,"['neon', 'omen', 'viper', 'skye', 'sage']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,All Gamers,"['yoru', 'sova', 'astra', 'waylay', 'veto']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,All Gamers,"['yoru', 'viper', 'fade', 'brimstone', 'raze']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,All Gamers,"['omen', 'viper', 'sova', 'waylay', 'kayo']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,All Gamers,"['yoru', 'omen', 'sova', 'waylay', 'cypher']",1,0,1,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,All Gamers,"['yoru', 'astra', 'waylay', 'fade', 'killjoy']",2,0,2,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Split,All Gamers,"['omen', 'viper', 'waylay', 'raze', 'skye']",3,0,3,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Bilibili Gaming,"['omen', 'astra', 'waylay', 'tejo', 'breach']",4,2,6,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Bilibili Gaming,"['viper', 'fade', 'brimstone', 'raze', 'kayo']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Bilibili Gaming,"['viper', 'sova', 'astra', 'neon', 'gekko']",3,0,3,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Bilibili Gaming,"['omen', 'sova', 'neon', 'cypher', 'breach']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Bilibili Gaming,"['yoru', 'astra', 'fade', 'killjoy', 'tejo']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Bilibili Gaming,"['omen', 'viper', 'waylay', 'fade', 'breach']",1,3,4,2026,0.25
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Dragon Ranger Gaming,"['astra', 'cypher', 'reyna', 'sova', 'waylay']",0,3,3,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Dragon Ranger Gaming,"['waylay', 'cypher', 'brimstone', 'skye', 'reyna']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,"['yoru', 'sova', 'astra', 'cypher', 'jett']",1,0,1,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Dragon Ranger Gaming,"['yoru', 'omen', 'neon', 'cypher', 'gekko']",2,2,4,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,"['astra', 'neon', 'tejo', 'phoenix', 'vyse']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Dragon Ranger Gaming,"['yoru', 'omen', 'neon', 'fade', 'cypher']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,EDward Gaming,"['yoru', 'omen', 'sova', 'astra', 'jett']",3,1,4,2026,0.75
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,EDward Gaming,"['viper', 'fade', 'raze', 'phoenix', 'harbor']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,EDward Gaming,"['yoru', 'viper', 'sova', 'astra', 'jett']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,EDward Gaming,"['yoru', 'astra', 'fade', 'phoenix', 'sage']",3,0,3,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,EDward Gaming,"['chamber', 'iso', 'neon', 'omen', 'sova']",3,1,4,2026,0.75
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,EDward Gaming,"['yoru', 'sova', 'astra', 'neon', 'killjoy']",1,2,3,2026,0.3333333333333333
VCT 2026: China Kickoff,All Stages,All Match Types,Split,EDward Gaming,"['yoru', 'omen', 'viper', 'neon', 'fade']",1,2,3,2026,0.3333333333333333
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,FunPlus Phoenix,"['yoru', 'viper', 'fade', 'brimstone', 'raze']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,FunPlus Phoenix,"['omen', 'viper', 'sova', 'neon', 'killjoy']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,FunPlus Phoenix,"['brimstone', 'kayo', 'killjoy', 'neon', 'tejo']",1,2,3,2026,0.3333333333333333
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,JDG Esports,"['yoru', 'sova', 'astra', 'waylay', 'cypher']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,JDG Esports,"['yoru', 'viper', 'fade', 'brimstone', 'raze']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,JDG Esports,"['yoru', 'viper', 'sova', 'astra', 'jett']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,JDG Esports,"['fade', 'omen', 'viper', 'waylay', 'yoru']",1,3,4,2026,0.25
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,JDG Esports,"['yoru', 'omen', 'sova', 'neon', 'cypher']",3,1,4,2026,0.75
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,JDG Esports,"['yoru', 'sova', 'astra', 'neon', 'killjoy']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Split,JDG Esports,"['yoru', 'omen', 'viper', 'fade', 'raze']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Nova Esports,"['astra', 'waylay', 'tejo', 'breach', 'veto']",1,0,1,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Nova Esports,"['omen', 'neon', 'fade', 'veto', 'kayo']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Nova Esports,"['yoru', 'omen', 'sova', 'neon', 'cypher']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Nova Esports,"['astra', 'neon', 'fade', 'killjoy', 'tejo']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Nova Esports,"['omen', 'viper', 'waylay', 'raze', 'skye']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,TYLOO,"['yoru', 'sova', 'astra', 'waylay', 'veto']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,TYLOO,"['brimstone', 'fade', 'raze', 'viper', 'yoru']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,TYLOO,"['yoru', 'viper', 'sova', 'astra', 'jett']",1,0,1,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,TYLOO,"['yoru', 'omen', 'viper', 'neon', 'fade']",2,2,4,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,TYLOO,"['omen', 'viper', 'sova', 'neon', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,TYLOO,"['yoru', 'sova', 'astra', 'neon', 'killjoy']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Split,TYLOO,"['yoru', 'omen', 'viper', 'waylay', 'fade']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Titan Esports Club,"['sova', 'astra', 'waylay', 'neon', 'tejo']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Titan Esports Club,"['brimstone', 'fade', 'skye', 'viper', 'waylay']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Titan Esports Club,"['yoru', 'viper', 'sova', 'astra', 'neon']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Titan Esports Club,"['omen', 'viper', 'sova', 'waylay', 'kayo']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Titan Esports Club,"['omen', 'viper', 'sova', 'neon', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Titan Esports Club,"['yoru', 'omen', 'viper', 'neon', 'fade']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Trace Esports,"['yoru', 'sova', 'astra', 'waylay', 'breach']",1,3,4,2026,0.25
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Trace Esports,"['yoru', 'viper', 'fade', 'brimstone', 'raze']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Trace Esports,"['yoru', 'omen', 'viper', 'sova', 'jett']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Corrode,Trace Esports,"['omen', 'viper', 'waylay', 'fade', 'kayo']",1,0,1,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Trace Esports,"['omen', 'viper', 'sova', 'neon', 'killjoy']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Trace Esports,"['sova', 'astra', 'neon', 'tejo', 'chamber']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Trace Esports,"['omen', 'viper', 'waylay', 'neon', 'skye']",2,0,2,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Wolves Esports,"['astra', 'sova', 'veto', 'waylay', 'yoru']",1,3,4,2026,0.25
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Wolves Esports,"['viper', 'waylay', 'brimstone', 'skye', 'chamber']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Wolves Esports,"['astra', 'jett', 'sova', 'viper', 'yoru']",0,2,2,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Wolves Esports,"['omen', 'viper', 'sova', 'neon', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Wolves Esports,"['yoru', 'astra', 'fade', 'killjoy', 'tejo']",1,0,1,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Wolves Esports,"['omen', 'viper', 'raze', 'skye', 'chamber']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Abyss,Xi Lai Gaming,"['yoru', 'omen', 'sova', 'astra', 'waylay']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Bind,Xi Lai Gaming,"['yoru', 'viper', 'waylay', 'fade', 'brimstone']",2,0,2,2026,1.0
VCT 2026: China Kickoff,All Stages,All Match Types,Breeze,Xi Lai Gaming,"['yoru', 'omen', 'viper', 'sova', 'jett']",1,1,2,2026,0.5
VCT 2026: China Kickoff,All Stages,All Match Types,Haven,Xi Lai Gaming,"['omen', 'viper', 'sova', 'neon', 'killjoy']",0,1,1,2026,0.0
VCT 2026: China Kickoff,All Stages,All Match Types,Pearl,Xi Lai Gaming,"['yoru', 'astra', 'waylay', 'fade', 'killjoy']",2,1,3,2026,0.6666666666666666
VCT 2026: China Kickoff,All Stages,All Match Types,Split,Xi Lai Gaming,"['yoru', 'omen', 'viper', 'waylay', 'fade']",2,1,3,2026,0.6666666666666666
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,All Gamers,"['brimstone', 'neon', 'skye', 'viper', 'waylay']",1,3,4,2026,0.25
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,All Gamers,"['neon', 'waylay', 'viper', 'sova', 'astra']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,All Gamers,"['neon', 'skye', 'brimstone', 'raze', 'chamber']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,All Gamers,"['cypher', 'neon', 'omen', 'skye', 'waylay']",2,2,4,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,"['neon', 'omen', 'waylay', 'cypher', 'fade']",5,2,7,2026,0.7142857142857143
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,"['astra', 'chamber', 'fade', 'neon', 'phoenix']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Split,All Gamers,"['jett', 'omen', 'raze', 'skye', 'viper']",3,2,5,2026,0.6
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Bilibili Gaming,"['astra', 'fade', 'neon', 'raze', 'viper']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Bilibili Gaming,"['astra', 'jett', 'neon', 'skye', 'viper']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,Bilibili Gaming,"['neon', 'waylay', 'cypher', 'brimstone', 'tejo']",1,2,3,2026,0.3333333333333333
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,Bilibili Gaming,"['neon', 'omen', 'waylay', 'cypher', 'sova']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,"['omen', 'viper', 'fade', 'raze', 'killjoy']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,Bilibili Gaming,"['neon', 'astra', 'killjoy', 'phoenix', 'tejo']",3,0,3,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Ascent,Dragon Ranger Gaming,"['neon', 'omen', 'cypher', 'sova', 'jett']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Dragon Ranger Gaming,"['brimstone', 'miks', 'neon', 'skye', 'waylay']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Dragon Ranger Gaming,"['astra', 'neon', 'skye', 'viper', 'waylay']",3,4,7,2026,0.42857142857142855
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,Dragon Ranger Gaming,"['neon', 'omen', 'waylay', 'skye', 'cypher']",4,1,5,2026,0.8
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Dragon Ranger Gaming,"['cypher', 'neon', 'omen', 'skye', 'waylay']",6,3,9,2026,0.6666666666666666
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,"['neon', 'waylay', 'skye', 'astra', 'vyse']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Split,Dragon Ranger Gaming,"['astra', 'cypher', 'fade', 'neon', 'waylay']",0,4,4,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,EDward Gaming,"['waylay', 'viper', 'brimstone', 'kayo', 'gekko']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,EDward Gaming,"['viper', 'sova', 'jett', 'kayo', 'harbor']",5,0,5,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,"['brimstone', 'cypher', 'neon', 'skye', 'waylay']",3,2,5,2026,0.6
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,EDward Gaming,"['chamber', 'fade', 'neon', 'omen', 'phoenix']",2,2,4,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,"['cypher', 'fade', 'omen', 'phoenix', 'raze']",4,2,6,2026,0.6666666666666666
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,"['fade', 'astra', 'jett', 'phoenix', 'vyse']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Split,EDward Gaming,"['jett', 'omen', 'raze', 'skye', 'viper']",4,1,5,2026,0.8
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,FunPlus Phoenix,"['neon', 'waylay', 'viper', 'skye', 'brimstone']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,FunPlus Phoenix,"['neon', 'waylay', 'astra', 'tejo', 'sage']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,FunPlus Phoenix,"['neon', 'omen', 'waylay', 'viper', 'fade']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,FunPlus Phoenix,"['neon', 'waylay', 'fade', 'astra', 'killjoy']",3,1,4,2026,0.75
VCT 2026: China Stage 1,All Stages,All Match Types,Split,FunPlus Phoenix,"['fade', 'neon', 'omen', 'viper', 'waylay']",2,2,4,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,JDG Esports,"['neon', 'omen', 'waylay', 'skye', 'brimstone']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,"['brimstone', 'cypher', 'neon', 'skye', 'waylay']",2,2,4,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,JDG Esports,"['cypher', 'neon', 'omen', 'sova', 'waylay']",3,4,7,2026,0.42857142857142855
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,"['fade', 'killjoy', 'neon', 'omen', 'raze']",1,3,4,2026,0.25
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,JDG Esports,"['astra', 'killjoy', 'neon', 'skye', 'waylay']",1,2,3,2026,0.3333333333333333
VCT 2026: China Stage 1,All Stages,All Match Types,Split,JDG Esports,"['omen', 'viper', 'fade', 'raze', 'vyse']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Nova Esports,"['neon', 'viper', 'skye', 'brimstone', 'chamber']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Nova Esports,"['neon', 'omen', 'viper', 'sova', 'jett']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,Nova Esports,"['brimstone', 'cypher', 'neon', 'skye', 'waylay']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,Nova Esports,"['neon', 'omen', 'viper', 'sova', 'killjoy']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,"['neon', 'omen', 'viper', 'cypher', 'fade']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Split,Nova Esports,"['omen', 'viper', 'fade', 'raze', 'vyse']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,TYLOO,"['neon', 'waylay', 'viper', 'skye', 'brimstone']",3,1,4,2026,0.75
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,TYLOO,"['viper', 'sova', 'astra', 'jett', 'kayo']",3,0,3,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,"['brimstone', 'cypher', 'neon', 'skye', 'tejo']",3,1,4,2026,0.75
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,TYLOO,"['cypher', 'neon', 'omen', 'sova', 'waylay']",2,3,5,2026,0.4
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,TYLOO,"['astra', 'cypher', 'fade', 'neon', 'phoenix']",0,4,4,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Split,TYLOO,"['neon', 'omen', 'waylay', 'viper', 'skye']",2,2,4,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Titan Esports Club,"['neon', 'waylay', 'viper', 'skye', 'brimstone']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Titan Esports Club,"['astra', 'neon', 'sova', 'viper', 'waylay']",1,3,4,2026,0.25
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,Titan Esports Club,"['brimstone', 'cypher', 'neon', 'skye', 'waylay']",3,3,6,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,Titan Esports Club,"['neon', 'omen', 'waylay', 'cypher', 'sova']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,"['fade', 'neon', 'omen', 'raze', 'viper']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,Titan Esports Club,"['neon', 'fade', 'astra', 'killjoy', 'phoenix']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Split,Titan Esports Club,"['neon', 'omen', 'skye', 'viper', 'waylay']",1,3,4,2026,0.25
VCT 2026: China Stage 1,All Stages,All Match Types,Ascent,Trace Esports,"['omen', 'sova', 'jett', 'phoenix', 'vyse']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Trace Esports,"['neon', 'waylay', 'viper', 'skye', 'brimstone']",1,2,3,2026,0.3333333333333333
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Trace Esports,"['omen', 'viper', 'sova', 'jett', 'phoenix']",2,1,3,2026,0.6666666666666666
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,Trace Esports,"['neon', 'cypher', 'brimstone', 'tejo', 'breach']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,Trace Esports,"['neon', 'omen', 'viper', 'sova', 'killjoy']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,"['fade', 'omen', 'raze', 'veto', 'viper']",3,4,7,2026,0.42857142857142855
VCT 2026: China Stage 1,All Stages,All Match Types,Split,Trace Esports,"['neon', 'omen', 'waylay', 'viper', 'skye']",2,1,3,2026,0.6666666666666666
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Wolves Esports,"['brimstone', 'neon', 'raze', 'skye', 'viper']",0,2,2,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Wolves Esports,"['viper', 'sova', 'astra', 'jett', 'kayo']",0,1,1,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,"['breach', 'brimstone', 'cypher', 'tejo', 'waylay']",1,2,3,2026,0.3333333333333333
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,"['fade', 'killjoy', 'omen', 'viper', 'waylay']",0,5,5,2026,0.0
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,"['waylay', 'sova', 'astra', 'killjoy', 'tejo']",1,0,1,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Bind,Xi Lai Gaming,"['neon', 'waylay', 'viper', 'skye', 'brimstone']",5,0,5,2026,1.0
VCT 2026: China Stage 1,All Stages,All Match Types,Breeze,Xi Lai Gaming,"['kayo', 'neon', 'omen', 'sova', 'viper']",2,3,5,2026,0.4
VCT 2026: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,"['brimstone', 'cypher', 'neon', 'skye', 'tejo']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Haven,Xi Lai Gaming,"['neon', 'omen', 'viper', 'sova', 'killjoy']",3,1,4,2026,0.75
VCT 2026: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,"['cypher', 'neon', 'omen', 'skye', 'viper']",6,2,8,2026,0.75
VCT 2026: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,"['neon', 'astra', 'tejo', 'kayo', 'chamber']",1,1,2,2026,0.5
VCT 2026: China Stage 1,All Stages,All Match Types,Split,Xi Lai Gaming,"['neon', 'omen', 'skye', 'viper', 'waylay']",3,2,5,2026,0.6
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,BBL Esports,"['yoru', 'sova', 'waylay', 'omen', 'cypher']",2,1,3,2026,0.6666666666666666
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,BBL Esports,"['yoru', 'viper', 'sova', 'cypher', 'jett']",2,0,2,2026,1.0
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,BBL Esports,"['yoru', 'viper', 'sova', 'waylay', 'omen']",1,0,1,2026,1.0
