Tournament,Stage,Match Type,Map,Team,Composition,Winrate,Total Maps Played
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Lotus,All Gamers,"cypher,fade,neon,omen,waylay",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Lotus,Dragon Ranger Gaming,"cypher,neon,omen,skye,waylay",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Lotus,EDward Gaming,"cypher,fade,omen,phoenix,raze",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Lotus,Titan Esports Club,"fade,neon,omen,raze,vyse",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Lotus,Trace Esports,"fade,neon,omen,raze,vyse",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Pearl,JDG Esports,"astra,killjoy,neon,skye,waylay",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Pearl,TYLOO,"astra,cypher,fade,neon,phoenix",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Split,All Gamers,"jett,omen,raze,skye,viper",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Split,Dragon Ranger Gaming,"cypher,neon,omen,skye,waylay",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Split,EDward Gaming,"jett,omen,raze,skye,viper",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Split,Trace Esports,"neon,omen,skye,viper,waylay",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Fracture,All Gamers,"brimstone,chamber,neon,raze,skye",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Fracture,EDward Gaming,"brimstone,cypher,jett,neon,skye",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Lotus,All Gamers,"cypher,fade,neon,omen,waylay",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Lotus,EDward Gaming,"fade,neon,omen,raze,vyse",1.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Lotus,JDG Esports,"fade,neon,omen,raze,vyse",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Pearl,JDG Esports,"astra,killjoy,neon,skye,waylay",0.0,1
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Pearl,Xi Lai Gaming,"astra,chamber,kayo,neon,tejo",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,BBL Esports,"cypher,omen,sova,waylay,yoru",0.6667,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,FNATIC,"astra,jett,kayo,sova,vyse",0.75,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,FUT Esports,"astra,cypher,sova,tejo,waylay",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,GIANTX,"astra,breach,chamber,tejo,waylay",0.6667,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Gentle Mates,"astra,brimstone,sova,waylay,yoru",0.5,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Karmine Corp,"astra,jett,kayo,omen,sova",1.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Natus Vincere,"astra,omen,raze,skye,tejo",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,PCIFIC Esports,"brimstone,kayo,omen,tejo,waylay",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Heretics,"astra,cypher,jett,kayo,sova",0.0,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Liquid,"cypher,omen,sova,waylay,yoru",0.6667,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Vitality,"astra,sova,veto,waylay,yoru",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Abyss,ULF Esports,"astra,breach,jett,sova,waylay",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,FNATIC,"brimstone,fade,raze,viper,yoru",0.5,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,GIANTX,"brimstone,raze,sage,skye,viper",0.0,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Gentle Mates,"astra,fade,viper,waylay,yoru",1.0,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,"brimstone,raze,skye,tejo,viper",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,PCIFIC Esports,"astra,fade,veto,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Team Heretics,"brimstone,fade,gekko,viper,waylay",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,"brimstone,neon,skye,viper,waylay",1.0,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,Team Vitality,"brimstone,raze,skye,tejo,viper",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Bind,ULF Esports,"brimstone,chamber,skye,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,BBL Esports,"cypher,jett,sova,viper,yoru",1.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,FNATIC,"astra,neon,sova,viper,yoru",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,GIANTX,"jett,kayo,omen,sova,viper",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Karmine Corp,"astra,omen,phoenix,sova,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Natus Vincere,"astra,neon,sova,viper,yoru",0.5,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,PCIFIC Esports,"astra,omen,sova,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Heretics,"chamber,neon,sage,sova,viper",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Liquid,"neon,omen,sova,viper,yoru",0.8,5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,Team Vitality,"jett,omen,sova,viper,yoru",0.75,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Breeze,ULF Esports,"astra,jett,sova,viper,yoru",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,BBL Esports,"omen,sova,viper,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,FNATIC,"astra,kayo,sova,vyse,waylay",0.5,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,FUT Esports,"astra,fade,kayo,omen,waylay",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Gentle Mates,"astra,fade,viper,waylay,yoru",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Karmine Corp,"astra,fade,omen,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Team Heretics,"brimstone,fade,jett,tejo,viper",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Team Liquid,"astra,kayo,omen,sova,waylay",0.25,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,Team Vitality,"astra,chamber,phoenix,sova,yoru",1.0,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Corrode,ULF Esports,"astra,breach,fade,neon,omen",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,BBL Esports,"cypher,neon,omen,sova,yoru",0.6667,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,FNATIC,"killjoy,omen,sova,viper,yoru",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,FUT Esports,"fade,killjoy,omen,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,GIANTX,"neon,omen,sova,veto,viper",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Gentle Mates,"astra,cypher,neon,sova,yoru",1.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Karmine Corp,"cypher,omen,phoenix,sova,yoru",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Natus Vincere,"killjoy,omen,sova,viper,yoru",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Team Heretics,"cypher,neon,omen,sova,yoru",0.8,5
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,Team Vitality,"killjoy,omen,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Haven,ULF Esports,"killjoy,neon,omen,sova,viper",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,BBL Esports,"astra,cypher,neon,sova,yoru",1.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,FUT Esports,"astra,chamber,fade,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,GIANTX,"astra,kayo,killjoy,neon,sova",0.5,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Gentle Mates,"astra,cypher,fade,neon,yoru",0.5,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Karmine Corp,"astra,fade,killjoy,tejo,yoru",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,PCIFIC Esports,"astra,fade,killjoy,sage,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Team Liquid,"brimstone,fade,killjoy,waylay,yoru",0.6667,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,Team Vitality,"astra,fade,sage,tejo,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Pearl,ULF Esports,"astra,chamber,kayo,neon,sova",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,BBL Esports,"fade,omen,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,FNATIC,"astra,fade,raze,viper,yoru",0.75,4
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,"astra,fade,neon,viper,waylay",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,GIANTX,"breach,omen,raze,skye,viper",1.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Gentle Mates,"astra,fade,raze,viper,yoru",1.0,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Karmine Corp,"astra,skye,tejo,viper,waylay",0.0,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Natus Vincere,"chamber,omen,raze,skye,viper",0.6667,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,PCIFIC Esports,"fade,kayo,omen,viper,waylay",0.0,2
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Team Heretics,"fade,omen,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,Team Liquid,"astra,fade,raze,viper,yoru",0.3333,3
VCT 2026: EMEA Kickoff,All Stages,All Match Types,Split,ULF Esports,"breach,fade,omen,viper,waylay",1.0,2
VCT 2026: EMEA Kickoff,Main Event,Lower Final,Abyss,FNATIC,"astra,jett,kayo,sova,vyse",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,Abyss,Team Liquid,"cypher,neon,omen,sova,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,Bind,FNATIC,"brimstone,fade,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,Bind,Team Liquid,"brimstone,neon,skye,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,Corrode,FNATIC,"astra,kayo,sova,vyse,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,Corrode,Team Liquid,"brimstone,neon,sage,skye,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Abyss,PCIFIC Esports,"brimstone,kayo,omen,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Abyss,ULF Esports,"astra,breach,jett,sova,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Haven,FUT Esports,"fade,killjoy,omen,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Haven,Karmine Corp,"cypher,omen,phoenix,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Pearl,FUT Esports,"astra,chamber,fade,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Pearl,Karmine Corp,"astra,fade,killjoy,tejo,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Split,FUT Esports,"astra,fade,neon,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Split,Karmine Corp,"astra,skye,tejo,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Split,PCIFIC Esports,"fade,kayo,omen,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Split,ULF Esports,"breach,fade,omen,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Abyss,Karmine Corp,"astra,jett,kayo,omen,sova",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Abyss,Team Heretics,"astra,cypher,jett,kayo,sova",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Breeze,Team Liquid,"neon,omen,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Breeze,ULF Esports,"astra,neon,sova,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Corrode,Karmine Corp,"astra,fade,omen,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Corrode,Team Heretics,"brimstone,fade,jett,tejo,viper",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Haven,Karmine Corp,"cypher,omen,phoenix,sova,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Haven,Team Heretics,"cypher,neon,omen,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Pearl,Team Liquid,"brimstone,fade,killjoy,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Pearl,ULF Esports,"astra,chamber,kayo,neon,sova",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Split,Team Liquid,"fade,omen,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Split,ULF Esports,"breach,fade,omen,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Bind,GIANTX,"brimstone,raze,sage,skye,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Bind,Team Liquid,"brimstone,gekko,skye,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Breeze,GIANTX,"jett,kayo,omen,sova,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Breeze,Natus Vincere,"astra,neon,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Breeze,Team Heretics,"chamber,neon,sage,sova,viper",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Breeze,Team Liquid,"neon,omen,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Haven,Natus Vincere,"killjoy,omen,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Haven,Team Heretics,"cypher,neon,omen,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Pearl,GIANTX,"astra,kayo,killjoy,neon,sova",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Pearl,Team Liquid,"brimstone,fade,killjoy,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Abyss,Team Heretics,"astra,sova,veto,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Abyss,Team Liquid,"cypher,omen,sova,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Bind,Team Heretics,"brimstone,fade,gekko,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Bind,Team Liquid,"brimstone,neon,skye,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Bind,Team Liquid,"brimstone,neon,skye,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Bind,Team Vitality,"brimstone,raze,skye,tejo,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Breeze,Team Liquid,"neon,omen,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Breeze,Team Vitality,"jett,omen,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Corrode,Team Liquid,"cypher,fade,omen,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Corrode,Team Vitality,"astra,chamber,phoenix,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Abyss,FNATIC,"astra,jett,kayo,sova,vyse",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Abyss,Gentle Mates,"astra,brimstone,sova,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Bind,FNATIC,"brimstone,fade,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Bind,Gentle Mates,"astra,fade,viper,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Corrode,FNATIC,"astra,kayo,sova,vyse,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Corrode,Gentle Mates,"astra,fade,viper,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Haven,FNATIC,"killjoy,omen,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Haven,Gentle Mates,"astra,cypher,neon,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Split,FNATIC,"astra,fade,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Split,Gentle Mates,"astra,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Abyss,FNATIC,"astra,jett,kayo,sova,vyse",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Abyss,FUT Esports,"astra,cypher,kayo,sova,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Abyss,GIANTX,"astra,breach,chamber,tejo,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Abyss,Karmine Corp,"astra,jett,kayo,omen,sova",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Abyss,PCIFIC Esports,"brimstone,kayo,omen,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Abyss,Team Liquid,"breach,cypher,omen,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Bind,GIANTX,"brimstone,raze,sage,skye,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Bind,PCIFIC Esports,"astra,fade,veto,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Bind,Team Heretics,"brimstone,fade,gekko,viper,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Bind,ULF Esports,"brimstone,chamber,skye,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Breeze,Karmine Corp,"astra,omen,phoenix,sova,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Breeze,Team Liquid,"astra,jett,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Corrode,FNATIC,"astra,kayo,sova,vyse,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Corrode,FUT Esports,"astra,fade,kayo,omen,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Haven,Team Heretics,"cypher,neon,omen,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Haven,ULF Esports,"killjoy,neon,omen,sova,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Split,FNATIC,"astra,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Split,FUT Esports,"astra,fade,neon,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Split,GIANTX,"breach,omen,raze,skye,viper",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Split,Karmine Corp,"astra,skye,tejo,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Split,PCIFIC Esports,"fade,kayo,omen,viper,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Split,Team Liquid,"astra,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Abyss,GIANTX,"astra,breach,chamber,tejo,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Abyss,Team Heretics,"astra,cypher,jett,kayo,sova",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Corrode,FNATIC,"astra,kayo,sova,vyse,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Corrode,Team Liquid,"astra,kayo,omen,sova,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Haven,GIANTX,"neon,omen,sova,veto,viper",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Haven,Team Heretics,"cypher,neon,omen,sova,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Split,FNATIC,"astra,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Split,Team Liquid,"astra,fade,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Abyss,GIANTX,"astra,breach,chamber,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Abyss,Team Vitality,"astra,sova,veto,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Bind,FNATIC,"brimstone,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Bind,Natus Vincere,"brimstone,raze,skye,tejo,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Breeze,FNATIC,"astra,jett,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Breeze,GIANTX,"jett,kayo,omen,sova,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Breeze,Natus Vincere,"astra,neon,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Breeze,Team Vitality,"jett,omen,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Split,FNATIC,"astra,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Split,Natus Vincere,"chamber,omen,raze,skye,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,Abyss,FNATIC,"astra,jett,kayo,sova,vyse",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,Abyss,Team Vitality,"astra,sova,veto,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,Bind,FNATIC,"brimstone,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,Bind,Team Vitality,"brimstone,raze,skye,tejo,viper",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Abyss,BBL Esports,"cypher,omen,sova,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Abyss,Gentle Mates,"astra,brimstone,sova,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Corrode,BBL Esports,"omen,sova,viper,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Corrode,Gentle Mates,"astra,fade,viper,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,BBL Esports,"cypher,neon,omen,sova,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,Gentle Mates,"astra,cypher,neon,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Pearl,BBL Esports,"astra,cypher,neon,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Pearl,Gentle Mates,"astra,cypher,fade,neon,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Split,BBL Esports,"fade,omen,raze,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Split,Gentle Mates,"astra,fade,raze,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,BBL Esports,"cypher,omen,sova,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,FUT Esports,"astra,cypher,sova,tejo,waylay",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,Gentle Mates,"astra,brimstone,sova,waylay,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,PCIFIC Esports,"brimstone,kayo,omen,tejo,waylay",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,BBL Esports,"cypher,jett,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,PCIFIC Esports,"astra,omen,sova,waylay,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,Team Vitality,"jett,omen,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,ULF Esports,"astra,jett,sova,viper,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,Team Vitality,"astra,chamber,phoenix,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,ULF Esports,"astra,breach,fade,neon,omen",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Karmine Corp,"cypher,omen,phoenix,sova,yoru",0.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Natus Vincere,"killjoy,omen,sova,viper,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,BBL Esports,"astra,cypher,neon,sova,yoru",1.0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,PCIFIC Esports,"astra,fade,killjoy,sage,yoru",0.0,1
